ID,Marca,Cliente,Zona,Latitud,Longitud,Estado,Imagen_URL
CD3MXN18121313,CASHDRO 3,CENDERMATOLOGICO,Bajio,20.0567443,-99.3388321,Hidalgo ,logos/cashdro3.png
CD3MXN18121305,CASHDRO 3,GRUPO LIKCA,Metro,19.4115816,-99.1193449,CDMX,logos/cashdro3.png
CD3MXN19070908,CASHDRO 3,VERIFICENTRO CIFYVEMA,Norte,25.4278717,-100.9548501,Coahuila,logos/cashdro3.png
CD3MXN19070907,CASHDRO 3,GRUPO HOTELES MANDARIN,Metro,19.5837016,-99.0410711,Estado de Mexico,logos/cashdro3.png
CD3MXN19070912,CASHDRO 3,JOEYS PLANET,Metro,19.4301925,-99.1696118,CDMX,logos/cashdro3.png
CD3MXN19070913,CASHDRO 3,GRUPO HOTELES MANDARIN,Metro,19.5106698,-99.219508,Estado de Mexico,logos/cashdro3.png
CD3MXN19070914,CASHDRO 3,HOTEL BORA BORA,Bajio,20.6071776,-100.3357559,Queretaro,logos/cashdro3.png
CD3MXN19070911,CASHDRO 3,GRUPO SANCHEZ,Sureste,18.0304033,-92.90413,Tabasco,logos/cashdro3.png
CD3MXN19070910,CASHDRO 3,EL GATO CAFE,Pacifico,20.67318,-103.3582976,Jalisco,logos/cashdro3.png
CD3MXN19070915,CASHDRO 3,GRUPO HOTELES MANDARIN,Metro,19.6611806,-99.0848994,Estado de Mexico,logos/cashdro3.png
CD3MXN19092502,CASHDRO 3,SERVICIOS MEDICOS PROFESIONALES CHECHEN,Sureste,18.6380764,-91.7861417,Campeche,logos/cashdro3.png
CD3MXN19092504,CASHDRO 3,ALBERCAS OLIMPUS,Bajio,20.5806292,-100.3784884,Queretaro,logos/cashdro3.png
CD3MXN19091802,CASHDRO 3,PICK UP SERVICE,Norte,25.663639,-100.4012711,Nuevo Leon,logos/cashdro3.png
CD3MXN19091803,CASHDRO 3,JOEYS PLANET,Metro,19.3966971,-99.2809456,CDMX,logos/cashdro3.png
CD3MXN19091806,CASHDRO 3,FERRETERIA SEROSA,Metro,19.4738162,-99.2165339,Estado de Mexico,logos/cashdro3.png
CD3MXN19091810,CASHDRO 3,CLINICA GINECOLOGICA,Bajio,21.0198052,-101.2736358,Guanajuato,logos/cashdro3.png
CD3MXN19091811,CASHDRO 3,CARNICERIA LA GUADALUPANA,Metro,19.5227717,-99.2317744,Estado de Mexico,logos/cashdro3.png
CD3MXN19091817,CASHDRO 3,FERRETERIA TORNICENTRO,Metro,19.5416917,-99.1926309,Estado de Mexico,logos/cashdro3.png
CD3MXN19091820,CASHDRO 3,GRUPO PERRO NEGRO,Metro,19.3436165,-99.191702,CDMX,logos/cashdro3.png
CD3MXN19070903,CASHDRO 3,HELADOS DON RULO,Norte,25.6431405,-100.3003039,Nuevo Leon,logos/cashdro3.png
CD3MXN19070919,CASHDRO 3,GRUPO PERRO NEGRO,Metro,19.4165381,-99.1697163,CDMX,logos/cashdro3.png
CD3MXN19070925,CASHDRO 3,UNO BY REAL MADRID,Metro,19.4316056,-99.1823351,CDMX,logos/cashdro3.png
CD3MXN19070905,CASHDRO 3,VERIFICENTRO CIFYVEMA,Sureste,19.3934077,-96.6193187,Veracruz,logos/cashdro3.png
CD3MXN19070921,CASHDRO 3,TEXAS MERIDA,Sureste,20.9844433,-89.6803177,Yucatan,logos/cashdro3.png
CD3MXN22101303,CASHDRO 3,HALF & HALF,Norte,25.6354901,-100.3644832,Nuevo Leon,logos/cashdro3.png
CD3MXN22101307,CASHDRO 3,FERRETERIA COACALCO,Metro,19.6204368,-99.1618554,Estado de Mexico,logos/cashdro3.png
CD3MXN22101308,CASHDRO 3,CONSTRURAMA,Metro,19.4675038,-99.2534719,Estado de Mexico,logos/cashdro3.png
CD3MXN22101302,CASHDRO 3,PANADERIA EL REY DAVID,Metro Foraneo,18.9287813,-99.2434654,Morelos,logos/cashdro3.png
CD3MXN22101304,CASHDRO 3,HALF & HALF,Norte,25.6530941,-100.3813655,Nuevo Leon,logos/cashdro3.png
CD3MXN22101310,CASHDRO 3,HALF & HALF,Norte,25.4540421,-100.9818926,Coahuila,logos/cashdro3.png
CD3MXN23032904,CASHDRO 3,ALBERCAS OLIMPUS,Metro,19.6742928,-99.0209359,Estado de Mexico,logos/cashdro3.png
CD3MXN23032905,CASHDRO 3,ALBERCAS OLIMPUS,Bajio,20.3883814,-100.0014196,Queretaro,logos/cashdro3.png
CD3MXN23032902,CASHDRO 3,ALBERCAS OLIMPUS,Bajio,20.5534471,-100.4298638,Queretaro,logos/cashdro3.png
CD3MXN23032903,CASHDRO 3,ALBERCAS OLIMPUS,Bajio,20.5428619,-100.4519959,Queretaro,logos/cashdro3.png
CD3MXN23032901,CASHDRO 3,ALBERCAS OLIMPUS,Bajio,20.7105846,-100.4487513,Queretaro,logos/cashdro3.png
CD3MXN22101314,CASHDRO 3,PANADERIA SANTA ANA,Metro,19.4103067,-99.0654022,CDMX,logos/cashdro3.png
CD3MXN23050404,CASHDRO 3,CLINICA VET,Metro,19.3578247,-99.2039753,CDMX,logos/cashdro3.png
CD3MXN16071104,CASHDRO 3,TACOS EL PATA,Bajio,20.6492215,-100.4326682,Queretaro,logos/cashdro3.png
CD3MXN16071101,CASHDRO 3,SUPER FRESH,Metro,19.2766023,-99.1433228,CDMX,logos/cashdro3.png
CD3MXN16040601,CASHDRO 3,UNO BY REAL MADRID,Metro,19.506373,-99.2353009,CDMX,logos/cashdro3.png
CD3MXN16071109,CASHDRO 3,TEXAS MERIDA,Metro,19.3602609,-99.2745954,CDMX,logos/cashdro3.png
CD3MXN16071110,CASHDRO 3,LUGO CASTRO Y COMPA&IA,Metro,19.4998634,-99.1314826,CDMX,logos/cashdro3.png
CD3MXN16071107,CASHDRO 3,TEXAS MERIDA,Sureste,21.0461106,-89.6289502,Yucatan,logos/cashdro3.png
CD3MXN18091709,CASHDRO 3,CHS COMEDORES,Metro,19.4360762,-99.0719083,CDMX,logos/cashdro3.png
CD3MXN18050808,CASHDRO 3,HOTEL COMFORT INN,Bajio,20.5813225,-100.3976563,Queretaro,logos/cashdro3.png
CD3MXN18050809,CASHDRO 3,SPORTS CLUB,Metro,19.6869508,-99.2104794,Estado de Mexico,logos/cashdro3.png
CD3MXN18091706,CASHDRO 3,ESTHETIC DENTAL,Bajio,20.59758,-100.3736744,Queretaro,logos/cashdro3.png
CD3MXN18091710,CASHDRO 3,GRUPO PERRO NEGRO,Pacifico,20.6756254,-103.3692768,Jalisco,logos/cashdro3.png
CD3MXN18121302,CASHDRO 3,SPORTS CLUB,Metro,19.6167231,-99.1916848,Estado de Mexico,logos/cashdro3.png
CD3MXN19070916,CASHDRO 3,GRUPO PERRO NEGRO,Pacifico,20.6449508,-103.411806,Jalisco,logos/cashdro3.png
CD4MXN14041701,CASHDRO 4,GRUPO HOTELES MANDARIN,Metro,19.5970757,-99.0361578,Estado de Mexico,logos/cashdro4.png
CD4MXN14103106,CASHDRO 4,COSTILLAS AL CARBON,Metro,19.4645202,-99.1655409,CDMX,logos/cashdro4.png
CD4POSMXN15060803,CASHDRO 4,GRUPO HOTELES MANDARIN,Metro,19.5122947,-99.2170406,CDMX,logos/cashdro4.png
CD5MXN18091903,CASHDRO 5,MEDIRENTA,Metro,19.4142499,-99.1527502,CDMX,logos/cashdro5.png
CD5MXN18050910,CASHDRO 5,MINI SUPER ALTO,Sureste,20.8684097,-90.3959929,Yucatan,logos/cashdro5.png
CD5COP16091202,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4183085,-99.1576152,CDMX,logos/cashdro5.png
CD5MXN18050905,CASHDRO 5,GRUPO HOTELES MANDARIN,Metro,19.5148163,-99.2166067,Estado de Mexico,logos/cashdro5.png
CD5MXN21021502,CASHDRO 5,TOP GOLF,Norte,25.667935,-100.4060005,Nuevo Leon,logos/cashdro5.png
CD5MXN18091905,CASHDRO 5,MEDIRENTA,Metro,19.4172022,-99.1635619,CDMX,logos/cashdro5.png
CD5MXN18050909,CASHDRO 5,MEDIRENTA,Metro,19.4353878,-99.1369494,CDMX,logos/cashdro5.png
CD5MXN21021507,CASHDRO 5,CAFƒ C,Metro,19.3907645,-99.169868,CDMX,logos/cashdro5.png
CD5MXN21021508,CASHDRO 5,ABARROTES EL SURTIDOR,Metro,19.6525393,-99.2091891,Estado de Mexico,logos/cashdro5.png
CD5MXN21021510,CASHDRO 5,MEDIRENTA,Metro,19.4142499,-99.1527502,CDMX,logos/cashdro5.png
CD5MXN21021505,CASHDRO 5,TOP GOLF,Norte,25.667935,-100.4060005,Nuevo Leon,logos/cashdro5.png
CD5MXN21021509,CASHDRO 5,DRD,Metro,19.3101824,-99.2237522,CDMX,logos/cashdro5.png
CD5MXN23031601,CASHDRO 5,RESTAURANTE AZKATL,Metro,19.4817465,-99.1844177,CDMX,logos/cashdro5.png
CD5MXN23031605,CASHDRO 5,CARNICERIA ESTRELLA,Norte,25.658299,-100.3646127,Nuevo Leon,logos/cashdro5.png
CD5MXN23031603,CASHDRO 5,DRD,Metro,19.3637111,-98.9887316,CDMX,logos/cashdro5.png
CD5MXN23031607,CASHDRO 5,TEXAS MERIDA,Bajio,20.6817488,-100.4350172,Queretaro,logos/cashdro5.png
CD5MXN16070404,CASHDRO 5,TENAMPA,Metro,19.4410985,-99.1389133,CDMX,logos/cashdro5.png
CD5MXN16070402,CASHDRO 5,TENAMPA,Metro,19.4410985,-99.1389133,CDMX,logos/cashdro5.png
CD5MXN18050903,CASHDRO 5,PROCOMIN,Metro,19.602407,-99.2072558,CDMX,logos/cashdro5.png
CD5MXN18091902,CASHDRO 5,GRUPO HOTELES MANDARIN,Metro,19.6622612,-99.0982042,Estado de Mexico,logos/cashdro5.png
CD5MXN18050906,CASHDRO 5,DRD,Metro,19.422156,-99.1626207,CDMX,logos/cashdro5.png
CD5MXN18050907,CASHDRO 5,GRUPO LA VID,Metro,19.3845407,-99.1757853,CDMX,logos/cashdro5.png
CD5MXN18050908,CASHDRO 5,ABARROTES EL SURTIDOR,Metro,19.6600343,-99.2096243,Estado de Mexico,logos/cashdro5.png
CD5MXN18050904,CASHDRO 5,MEDIRENTA,Metro,19.4346386,-99.136966,CDMX,logos/cashdro5.png
CD5MXN23031609,CASHDRO 5,COMEDORES INDUSTRIALES MEXICALI,Pacifico,32.6181109,-115.3958923,Baja California Sur,logos/cashdro5.png
CD5MXN23031606,CASHDRO 5,PANADERIA EL REY DAVID,Metro Foraneo,18.9196647,-99.2482583,Morelos,logos/cashdro5.png
CD5MXN21021501,CASHDRO 5,MINI SUPER ALTO,Bajio,20.4602715,-100.6224706,Guanajuato,logos/cashdro5.png
CD5MXN16070401R,CASHDRO 5,TEXAS MERIDA,Metro Foraneo,19.2583727,-99.6207929,Estado de Mexico,logos/cashdro5.png
CD5MXN25102105,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4102843,-99.1708008,CDMX,logos/cashdro5.png
CD5MXN25102106,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4093966,-99.173618,CDMX,logos/cashdro5.png
CD5MXN25102107,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4102843,-99.1708008,CDMX,logos/cashdro5.png
CD5MXN25102109,CASHDRO 5,GRUPO PATAGONIA,Metro,19.3472786,-99.1623007,CDMX,logos/cashdro5.png
CD5MXN25102101,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4268905,-99.1713831,CDMX,logos/cashdro5.png
CD5MXN16060102R,CASHDRO 5,CARNICERIA LA PANCHITA,Metro,19.3248148,-99.245969,CDMX,logos/cashdro5.png
CD7MXN24111801,CASH DRO 7,MEDICA RISO,Metro,19.4065324,-99.1671781,CDMX,logos/cashdro7.png
CD7MXN24111804,CASH DRO 7,GRUPO QL,Metro,19.7332194,-99.2104588,Estado de Mexico,logos/cashdro7.png
CD7MXN24111803,CASH DRO 7,GRUPO QL,Metro,19.7332194,-99.2104588,Estado de Mexico,logos/cashdro7.png
CD7MXN24111805,CASH DRO 7,GRUPO QL,Metro,19.7332194,-99.2104588,Estado de Mexico,logos/cashdro7.png
CD7MXN25031901,CASH DRO 7,COMERCIO INTERNACIONAL DE CARNES,Metro Foraneo,19.088534,-98.1884602,Puebla ,logos/cashdro7.png
CD7MXN25031903,CASH DRO 7,GEMSA,Metro Foraneo,19.3334499,-99.5981632,Estado de Mexico,logos/cashdro7.png
CD7MXN25071704,CASH DRO 7,,Metro,19.3887038,-99.1384236,CDMX,logos/cashdro7.png
CD7MXN25071706,CASH DRO 7,GRUPO LIKCA,Metro,19.4210818,-99.0998034,CDMX,logos/cashdro7.png
CD7MXN25071708,CASH DRO 7,GRUPO LIKCA,Metro,19.4051543,-99.1229067,CDMX,logos/cashdro7.png
CD4+MXN23071301,CASHDRO 4+,FERRELAMINAS,Metro,19.4950754,-99.0980438,CDMX,logos/cashdro4.png
CD4+MXN24071803,CASHDRO 4+,PEPE COYOTES,Metro,19.349759,-99.1612263,CDMX,logos/cashdro4.png
CD4+MXN24112002,CASHDRO 4+,TAQUERIA LOS GUEROS,Metro,19.4166639,-99.1172034,CDMX,logos/cashdro4.png
CD4+MXN24071801,CASHDRO 4+,MISCELANEA ITANDEHUI,Metro,19.3770256,-99.2094953,CDMX,logos/cashdro4.png
CD4+MXN24071804,CASHDRO 4+,JOEYS PLANET,Metro,19.3827308,-99.2685107,CDMX,logos/cashdro4.png
CD4+MXN24112004,CASHDRO 4+,JOEYS PLANET,Metro,19.5063461,-99.2357601,Estado de Mexico,logos/cashdro4.png
CD4+MXN24112007,CASHDRO 4+,MINI SUPER DEL SOL,Metro,19.3208995,-99.0686218,CDMX,logos/cashdro4.png
CD4+MXN24112008,CASHDRO 4+,BEE«S PIZZA,Metro,19.4350087,-99.1660286,CDMX,logos/cashdro4.png
CD4+MXN24112009,CASHDRO 4+,BEE«S PIZZA,Metro,19.4235422,-99.166092,CDMX,logos/cashdro4.png
CD4+MXN24112003,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4074898,-99.1725798,CDMX,logos/cashdro4.png
CD4+MXN24071805,CASHDRO 4+,TEXAS MERIDA,Norte,22.1311669,-100.9258171,San Luis Potosi,logos/cashdro4.png
CD4+MXN25071414,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4102655,-99.1693566,CDMX,logos/cashdro4.png
CD4+MXN25071413,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4260624,-99.1576801,CDMX,logos/cashdro4.png
CD4+MXN25071415,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4296638,-99.1660794,CDMX,logos/cashdro4.png
CD4+MXN25071405,CASHDRO 4+,TACOS Y BURRITOS TEPEYAC,Metro,19.4709741,-99.1216042,CDMX,logos/cashdro4.png
CD4+MXN25071408,CASHDRO 4+,PANIFICADORA SAN MIGUEL,Metro,19.5075309,-98.8119579,Estado de Mexico,logos/cashdro4.png
CD4+MXN25071409,CASHDRO 4+,DERMA INTEGRAL,Metro,19.2973453,-99.161424,CDMX,logos/cashdro4.png
CD4+MXN25071411,CASHDRO 4+,GRUPO QL,Metro,19.7132886,-99.2222081,Estado de Mexico,logos/cashdro4.png
CD4+MXN25071412,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4296638,-99.1660794,CDMX,logos/cashdro4.png
CD4+MXN24112006,CASHDRO 4+,GRUPO PATAGONIA,Metro,19.4165277,-99.1721149,CDMX,logos/cashdro4.png
CD5MXN25102102,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4175392,-99.1698588,CDMX,logos/cashdro5.png
CD5MXN25102108,CASHDRO 5,GRUPO PATAGONIA,Metro,19.4151348,-99.162113,CDMX,logos/cashdro5.png
CDSMXN25111209,CASHDRO S,DIMITRIO FLORERIAS,Metro,20.5477226,-102.5104183,CDMX,logos/cashdros.png
CDSMXN25111204,CASHDRO S,VETERINARIA MYKAN,Bajio,20.6188571,-100.428769,Queretaro,logos/cashdros.png
CDSMXN25111213,CASHDRO S,GORDITAS AYUNTAMIENTO,Norte,22.2695465,-97.8560486,Tamaulipas,logos/cashdros.png
CDSMXN25111017,CASHDRO S,CARNICERIA TORINO,Pacifico,20.679641,-103.3040457,Jalisco,logos/cashdros.png
CDSMXN25111019,CASHDRO S,CREMERIA LOS ALPES,Bajio,20.515448,-100.8055963,Guanajuato,logos/cashdros.png
CDSMXN25111020,CASHDRO S,CREMERIA LOS ALPES,Bajio,20.5127658,-100.8082235,Guanajuato,logos/cashdros.png
230MXW23063002,CASHDRO KIOSCO,DEIGO RAMEN,Metro,19.3929306,-99.1721577,CDMX,logos/tkiosk.png
230MXW23063004,CASHDRO KIOSCO,GRUPO QL,Metro,19.7088523,-99.2094632,CDMX,logos/tkiosk.png
230MXW18121903,CASHDRO KIOSCO,DEIGO RAMEN,Metro,19.4178796,-99.1607079,CDMX,logos/tkiosk.png
230MXW18121901,CASHDRO KIOSCO,DEIGO RAMEN,Metro,19.4271081,-99.1625266,CDMX,logos/tkiosk.png
230MXW18090402,CASHDRO KIOSCO,DEIGO RAMEN,Metro,19.4069884,-99.169396,CDMX,logos/tkiosk.png
230MXW18090405,CASHDRO KIOSCO,360 TECNOLOGY,Sureste,20.9657275,-89.6223464,Yucatan,logos/tkiosk.png
CDSMXN23072019,CASHDRO S,PANIFICADORA TIO SAM,Bajio,20.0418748,-100.7145265,Guanajuato,logos/cashdros.png
CDSMXN23072502,CASHDRO S,REFACCIONARIA OLVERA,Bajio,19.7789933,-98.576705,Hidalgo ,logos/cashdros.png
CDSMXN23072504,CASHDRO S,WOOLWORTH,Bajio,20.5208644,-100.8144972,Guanajuato,logos/cashdros.png
CDSMXN23072503,CASHDRO S,TORTILLERIA LOS HEROES,Bajio,20.6272293,-100.2778078,Queretaro,logos/cashdros.png
CDSMXN23072004,CASHDRO S,COLEGIO IBIME,Metro,19.6096322,-98.9845796,Estado de Mexico,logos/cashdros.png
CDSMXN23072002,CASHDRO S,REFRIGERACION STARR,Metro,19.3664491,-99.1089302,CDMX,logos/cashdros.png
CDSMXN23072508,CASHDRO S,MEDIRENTA,Metro,19.5137674,-99.2313843,Estado de Mexico,logos/cashdros.png
CDSMXN23082801,CASHDRO S,GRUPO DIPEM,Metro,19.3732723,-99.1443112,CDMX,logos/cashdros.png
CDSMXN23082803,CASHDRO S,INSTITUTO UNIVERSITARIO,Metro Foraneo,18.8990015,-98.4387276,Puebla ,logos/cashdros.png
CDSMXN23082804,CASHDRO S,FERRETERIA LA BARATA,Metro,19.3835483,-99.0186754,Estado de Mexico,logos/cashdros.png
CDSMXN23082806,CASHDRO S,ALAMEDA HOUSE,Metro,19.4344579,-99.1449984,CDMX,logos/cashdros.png
CDSMXN23082807,CASHDRO S,CORPIJO,Metro,19.4141711,-99.1533988,CDMX,logos/cashdros.png
CDSMXN23082808,CASHDRO S,WOOLWORTH,Bajio,20.6717906,-101.3472277,Guanajuato,logos/cashdros.png
CDSMXN23082809,CASHDRO S,LA MARIPOSA,Bajio,20.5127662,-100.8077843,Guanajuato,logos/cashdros.png
CDSMXN23082810,CASHDRO S,HOTEL MIRABEL,Bajio,20.5865494,-100.3771426,Queretaro,logos/cashdros.png
CDSMXN23072009,CASHDRO S,RESTAURANTE EL CONQUISTADOR,Metro Foraneo,18.8833963,-98.8647665,Morelos,logos/cashdros.png
CDSMXN23082814,CASHDRO S,CORISTYLO,Metro,19.4728393,-99.11987,CDMX,logos/cashdros.png
CDSMXN23082815,CASHDRO S,CARPIMEX,Metro Foraneo,19.269689,-99.51072,Estado de Mexico,logos/cashdros.png
CDSMXN23082818,CASHDRO S,QUEEN MATIC,Metro,19.3888516,-99.1916358,CDMX,logos/cashdros.png
CDSMXN23082819,CASHDRO S,TACOS EL PARRILLERO,Metro,19.7123003,-99.2148507,CDMX,logos/cashdros.png
CDSMXN23082820,CASHDRO S,HOTEL MISHOL,Metro Foraneo,16.7019306,-99.6704769,Guerrero ,logos/cashdros.png
CDSMXN23072007,CASHDRO S,ABARROTES EL SURTIDOR,Metro,19.5461679,-99.1925849,Estado de Mexico,logos/cashdros.png
CDSMXN23072505,CASHDRO S,LA VIVANDA DLICATESSEN,Metro,19.6504408,-99.2012757,Estado de Mexico,logos/cashdros.png
CDSMXN23072506,CASHDRO S,TORTILLAS DE HARINA ROSY,Norte,22.1427331,-100.9354221,San Luis Potosi,logos/cashdros.png
CDSMXN23090603,CASHDRO S,HOTEL MADERO,Norte,25.6832262,-100.3084003,Nuevo Leon,logos/cashdros.png
CDSMXN23090604,CASHDRO S,ESTETICA COLORIMETRIA,Metro,19.2996953,-99.1049925,CDMX,logos/cashdros.png
CDSMXN23101011,CASHDRO S,GRUPO PERRO NEGRO,Metro,19.4683112,-99.1894819,CDMX,logos/cashdros.png
CDSMXN23101014,CASHDRO S,LA TROMPERIA,Metro,19.4324997,-99.1832861,CDMX,logos/cashdros.png
CDSMXN23101017,CASHDRO S,MARISCOS CHAVA,Bajio,20.552186,-100.8142374,Guanajuato,logos/cashdros.png
CDSMXN23101020,CASHDRO S,DISTRIBUIDORA GUTENBERG,Bajio,20.1236311,-98.7347553,Hidalgo ,logos/cashdros.png
CDSMXN23101602,CASHDRO S,VALQUIRICO,Metro Foraneo,19.318154,-98.2374954,Tlaxcala ,logos/cashdros.png
CDSMXN23101605,CASHDRO S,HOTEL MIRAGE,Bajio,20.5810668,-100.3828647,Queretaro,logos/cashdros.png
CDSMXN23101003,CASHDRO S,GRUPO QL,Metro,19.7088523,-99.2094632,Estado de Mexico,logos/cashdros.png
CDSMXN23101006,CASHDRO S,CAFETERIA CONKAFECITO,Sureste,20.6874618,-88.2081824,Yucatan,logos/cashdros.png
CDSMXN23101009,CASHDRO S,ZONA NINJA,Metro,19.2981805,-99.1142367,CDMX,logos/cashdros.png
CDSMXN23101015,CASHDRO S,CENTRO CULINARIO TECAMAC,Metro,19.671872,-99.024872,CDMX,logos/cashdros.png
CDSMXN23101018,CASHDRO S,COLEGIO IBIME,Metro,19.6314074,-99.0737546,Estado de Mexico,logos/cashdros.png
CDSMXN23101603,CASHDRO S,LA TROMPERIA,Metro,19.4183644,-99.1674328,CDMX,logos/cashdros.png
CDSMXN23101001,CASHDRO S,MEDIRENTA,Metro,19.3629427,-99.1901146,CDMX,logos/cashdros.png
CDSMXN23101004,CASHDRO S,ALAMEDA HOUSE,Metro,19.4304391,-99.1326021,CDMX,logos/cashdros.png
CDSMXN23101010,CASHDRO S,CARNICERIA Y CREMERIA EL PUNTO,Metro,19.3195763,-99.1617221,CDMX,logos/cashdros.png
CDSMXN23101016,CASHDRO S,PETER BROWN,Pacifico,20.723065,-103.296452,Jalisco,logos/cashdros.png
CDSMXN23090601,CASHDRO S,KM23 CENTRO TRAILERO,Pacifico,20.4378008,-103.2427594,Jalisco,logos/cashdros.png
CDSMXN23090607,CASHDRO S,FARMACIA MIDERMA,Sureste,16.2535047,-92.1484184,Chiapas,logos/cashdros.png
CDSMXN23090608,CASHDRO S,COMERCIAL CHONITA,Sureste,18.8640006,-96.8924361,Veracruz,logos/cashdros.png
CDSMXN23090605,CASHDRO S,FERRETERIA ALNA,Metro Foraneo,19.9306744,-99.8390005,Estado de Mexico,logos/cashdros.png
CDSMXN23090623,CASHDRO S,ADMINISTRADORA DE ACEROS Y MATERIALES,Metro,19.6199138,-99.2103683,Estado de Mexico,logos/cashdros.png
CDSMXN23090602,CASHDRO S,ALAMEDA HOUSE,Metro,19.4303404,-99.1348121,CDMX,logos/cashdros.png
CDSMXN23090624,CASHDRO S,WOOLWORTH,Bajio,20.5933727,-100.3915961,Queretaro,logos/cashdros.png
CDSMXN23090606,CASHDRO S,INSTITUTO AMERICANO WISDOM JEFFERSON,Metro,19.5274704,-99.0308863,Estado de Mexico,logos/cashdros.png
CDSMXN23090609,CASHDRO S,CENTRO DE ESTUDIOS SUPERIORES E'FRAMER,Metro,19.6063182,-99.2510526,CDMX,logos/cashdros.png
CDSMXN23090625,CASHDRO S,GRUPO DIPEM,Metro,19.37268,-99.1447587,CDMX,logos/cashdros.png
CDSMXN23101601,CASHDRO S,GRUPO QL,Metro,19.72361,-99.0488165,Estado de Mexico,logos/cashdros.png
CDSMXN23101604,CASHDRO S,HOTEL MIRAGE,Bajio,20.5810668,-100.3828647,Queretaro,logos/cashdros.png
CDSMXN23101002,CASHDRO S,LA TROMPERIA,Metro,19.4262594,-99.1658433,CDMX,logos/cashdros.png
CDSMXN23072509,CASHDRO S,LA TROMPERIA,Metro Foraneo,19.2607819,-99.6174433,Estado de Mexico,logos/cashdros.png
CDSMXN23082811,CASHDRO S,SHOWTIME,Bajio,20.6142462,-100.3902195,Queretaro,logos/cashdros.png
CDSMXN23072017,CASHDRO S,LA TROMPERIA,Metro Foraneo,19.3033346,-99.6286544,Estado de Mexico,logos/cashdros.png
CDSMXN23090611,CASHDRO S,FERRETERIA MATEL,Bajio,20.4838152,-100.1244746,Queretaro,logos/cashdros.png
CDSMXN23090614,CASHDRO S,TEE DE PRACTICA GOLF,Norte,25.6534277,-100.4117603,Nuevo Leon,logos/cashdros.png
CDSMXN24090308,CASHDRO S,LA TROMPERIA,Metro Foraneo,19.2793198,-99.6599709,Estado de Mexico,logos/cashdros.png
CDSMXN23090618,CASHDRO S,LA CHILAQUILA,Pacifico,20.6935092,-103.3306426,Jalisco,logos/cashdros.png
CDSMXN23090620,CASHDRO S,CARPIMEX,Metro Foraneo,19.3861493,-99.5506283,Estado de Mexico,logos/cashdros.png
CDSMXN23090619,CASHDRO S,DISTRIBUIDORA DE CARNES ALLENDE,Bajio,20.9092908,-100.7612536,Guanajuato,logos/cashdros.png
CDSMXN23090615,CASHDRO S,TORTILLERIA LA PRIMERA,Metro,19.4571657,-99.2022116,CDMX,logos/cashdros.png
CDSMXN23090613,CASHDRO S,FERRETERIA LA BARATA,Metro,19.3876491,-98.9994315,Estado de Mexico,logos/cashdros.png
CDSMXN23090617,CASHDRO S,GRUPO PERRO NEGRO,Metro,19.3535535,-99.1611378,CDMX,logos/cashdros.png
CDSMXN23090612,CASHDRO S,COLEGIO IBIME,Metro,19.6255627,-99.0029383,Estado de Mexico,logos/cashdros.png
CDSMXN23072005,CASHDRO S,HOTEL MIRABEL,Bajio,20.5865494,-100.3771426,Queretaro,logos/cashdros.png
CDSMXN23090616,CASHDRO S,LA TROMPERIA,Metro,19.4083501,-99.1745156,CDMX,logos/cashdros.png
CDSMXN24090301,CASHDRO S,CENTRO VETERINARIO PAWS,Metro,19.3091593,-99.136276,CDMX,logos/cashdros.png
CDSMXN24090309,CASHDRO S,HOTEL DEL PORTAL,Metro Foraneo,19.043451,-98.196842,Puebla ,logos/cashdros.png
CDSMXN24090312,CASHDRO S,TIENDAS SIGALA,Metro,19.3263187,-99.112561,CDMX,logos/cashdros.png
CDSMXN24090314,CASHDRO S,ARNOLDS HOUSE,Norte,24.0623101,-104.6067407,Durango,logos/cashdros.png
CDSMXN24090307,CASHDRO S,TORTILLERIA LA MAZORCA,Bajio,20.5250603,-99.9032094,Queretaro,logos/cashdros.png
CDSMXN24090319,CASHDRO S,LA LUNA,Bajio,20.5377572,-100.8302709,Guanajuato,logos/cashdros.png
CDSMXN24090313,CASHDRO S,PANADERIA FRANKJOS,Metro,19.198886,-99.1071156,CDMX,logos/cashdros.png
CDSMXN24090318,CASHDRO S,GRUPO QL,Metro,19.468869,-99.0044268,Estado de Mexico,logos/cashdros.png
CDSMXN24090303,CASHDRO S,AUTO LAVADO HUMBOLDT,Metro,19.4338367,-99.1483967,CDMX,logos/cashdros.png
CDSMXN24090320,CASHDRO S,COLEGIO ODONTOLOGICO,Pacifico,20.6966715,-103.3285338,Jalisco,logos/cashdros.png
CDSMXN24091320,CASHDRO S,ESTETICA COLORIMETRIA,Metro,19.2978358,-99.1100657,CDMX,logos/cashdros.png
